1.969999999999999973e+00,3.270000000000000018e+00,1.590000000000000080e+00,2.160000000000000142e+00,2.160000000000000142e+00,2.660000000000000142e+00,2.729999999999999982e+00,2.660000000000000142e+00,2.450000000000000178e+00,2.330000000000000071e+00,2.209999999999999964e+00,2.100000000000000089e+00,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.600000000000000033e-01,1.700000000000000122e-01,1.900000000000000022e-01,2.000000000000000111e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.300000000000000100e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.500000000000000000e-01,2.600000000000000089e-01,2.800000000000000266e-01,2.899999999999999800e-01,2.999999999999999889e-01,2.999999999999999889e-01,3.099999999999999978e-01,3.099999999999999978e-01,3.099999999999999978e-01,3.099999999999999978e-01,3.200000000000000067e-01,3.099999999999999978e-01,3.099999999999999978e-01,2.999999999999999889e-01
1.459999999999999964e+00,2.169999999999999929e+00,2.270000000000000018e+00,2.209999999999999964e+00,2.240000000000000213e+00,2.350000000000000089e+00,2.459999999999999964e+00,2.569999999999999840e+00,2.669999999999999929e+00,2.729999999999999982e+00,2.770000000000000018e+00,2.850000000000000089e+00,2.959999999999999964e+00,2.709999999999999964e+00,1.229999999999999982e+00,1.120000000000000107e+00,1.050000000000000044e+00,2.939999999999999947e+00,3.129999999999999893e+00,3.009999999999999787e+00,2.819999999999999840e+00,2.859999999999999876e+00,2.859999999999999876e+00,2.839999999999999858e+00,2.810000000000000053e+00,2.810000000000000053e+00,2.870000000000000107e+00,3.000000000000000000e+00,3.220000000000000195e+00,3.439999999999999947e+00,3.689999999999999947e+00,3.890000000000000124e+00,3.400000000000000244e-01,3.400000000000000244e-01,3.499999999999999778e-01,3.599999999999999867e-01,3.800000000000000044e-01,4.000000000000000222e-01,4.299999999999999933e-01,4.500000000000000111e-01
1.969999999999999973e+00,1.959999999999999964e+00,1.969999999999999973e+00,2.149999999999999911e+00,2.100000000000000089e+00,2.240000000000000213e+00,4.500000000000000111e-01,3.599999999999999867e-01,3.499999999999999778e-01,5.000000000000000000e-01,3.200000000000000067e-01,1.929999999999999938e+00,2.040000000000000036e+00,2.160000000000000142e+00,2.290000000000000036e+00,2.399999999999999911e+00,1.700000000000000122e-01,2.629999999999999893e+00,2.479999999999999982e+00,2.290000000000000036e+00,2.089999999999999858e+00,1.929999999999999938e+00,1.770000000000000018e+00,1.629999999999999893e+00,1.500000000000000000e+00,3.770000000000000018e+00,3.959999999999999964e+00,4.160000000000000142e+00,4.410000000000000142e+00,9.000000000000000222e-01,9.000000000000000222e-01,9.499999999999999556e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.000000000000000111e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.200000000000000011e-01
1.500000000000000000e+00,1.449999999999999956e+00,2.500000000000000000e+00,2.589999999999999858e+00,2.629999999999999893e+00,8.000000000000000167e-02,7.000000000000000666e-02,7.000000000000000666e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02
2.279999999999999805e+00,2.049999999999999822e+00,3.910000000000000142e+00,3.709999999999999964e+00,1.590000000000000080e+00,1.570000000000000062e+00,1.590000000000000080e+00,1.679999999999999938e+00,1.879999999999999893e+00,2.080000000000000071e+00,2.310000000000000053e+00,2.540000000000000036e+00,5.600000000000000533e-01,5.799999999999999600e-01,5.999999999999999778e-01,6.199999999999999956e-01,6.300000000000000044e-01,6.500000000000000222e-01,6.700000000000000400e-01,6.899999999999999467e-01,7.099999999999999645e-01,7.199999999999999734e-01,7.399999999999999911e-01,7.500000000000000000e-01,7.600000000000000089e-01,7.600000000000000089e-01,7.700000000000000178e-01,7.900000000000000355e-01,8.100000000000000533e-01,8.299999999999999600e-01,8.399999999999999689e-01,8.499999999999999778e-01,8.599999999999999867e-01,8.699999999999999956e-01,8.900000000000000133e-01,9.100000000000000311e-01,9.300000000000000488e-01,9.399999999999999467e-01,9.499999999999999556e-01,9.499999999999999556e-01
3.379999999999999893e+00,1.040000000000000036e+00,9.599999999999999645e-01,9.000000000000000222e-01,3.799999999999999822e+00,3.689999999999999947e+00,3.500000000000000000e+00,4.339999999999999858e+00,4.309999999999999609e+00,4.250000000000000000e+00,4.160000000000000142e+00,4.089999999999999858e+00,4.089999999999999858e+00,4.139999999999999680e+00,4.230000000000000426e+00,2.939999999999999947e+00,2.930000000000000160e+00,2.930000000000000160e+00,2.930000000000000160e+00,2.919999999999999929e+00,2.910000000000000142e+00,2.899999999999999911e+00,2.890000000000000124e+00,2.890000000000000124e+00,2.890000000000000124e+00,2.890000000000000124e+00,2.890000000000000124e+00,2.890000000000000124e+00,2.890000000000000124e+00,3.350000000000000089e+00,3.589999999999999858e+00,3.799999999999999822e+00,4.000000000000000000e+00,4.200000000000000178e+00,4.450000000000000178e+00,4.679999999999999716e+00,7.900000000000000355e-01,7.900000000000000355e-01,8.000000000000000444e-01,8.000000000000000444e-01
1.280000000000000027e+00,1.169999999999999929e+00,5.650000000000000355e+00,5.150000000000000355e+00,5.089999999999999858e+00,4.849999999999999645e+00,4.690000000000000391e+00,4.429999999999999716e+00,4.169999999999999929e+00,3.879999999999999893e+00,3.669999999999999929e+00,3.430000000000000160e+00,3.209999999999999964e+00,3.020000000000000018e+00,2.859999999999999876e+00,2.729999999999999982e+00,2.649999999999999911e+00,2.580000000000000071e+00,2.479999999999999982e+00,2.339999999999999858e+00,2.180000000000000160e+00,2.040000000000000036e+00,1.879999999999999893e+00,1.719999999999999973e+00,1.560000000000000053e+00,1.409999999999999920e+00,1.250000000000000000e+00,1.159999999999999920e+00,1.100000000000000089e+00,1.110000000000000098e+00,9.799999999999999822e-01,1.050000000000000044e+00,1.290000000000000036e+00,1.360000000000000098e+00,1.439999999999999947e+00,1.610000000000000098e+00,1.800000000000000044e+00,1.919999999999999929e+00,2.020000000000000018e+00,2.120000000000000107e+00
3.720000000000000195e+00,3.500000000000000000e+00,3.049999999999999822e+00,3.109999999999999876e+00,9.000000000000000222e-01,9.000000000000000222e-01,9.000000000000000222e-01,2.169999999999999929e+00,1.889999999999999902e+00,1.689999999999999947e+00,1.530000000000000027e+00,1.409999999999999920e+00,1.310000000000000053e+00,2.089999999999999858e+00,2.140000000000000124e+00,2.169999999999999929e+00,2.310000000000000053e+00,2.419999999999999929e+00,2.500000000000000000e+00,2.600000000000000089e+00,2.669999999999999929e+00,2.700000000000000178e+00,2.720000000000000195e+00,2.700000000000000178e+00,2.669999999999999929e+00,2.669999999999999929e+00,2.709999999999999964e+00,2.799999999999999822e+00,2.959999999999999964e+00,3.120000000000000107e+00,3.310000000000000053e+00,3.470000000000000195e+00,3.629999999999999893e+00,3.790000000000000036e+00,3.979999999999999982e+00,4.179999999999999716e+00,1.760000000000000009e+00,1.850000000000000089e+00,1.949999999999999956e+00,2.049999999999999822e+00
2.399999999999999911e+00,3.569999999999999840e+00,3.479999999999999982e+00,3.379999999999999893e+00,2.939999999999999947e+00,3.080000000000000071e+00,3.069999999999999840e+00,3.009999999999999787e+00,3.180000000000000160e+00,3.180000000000000160e+00,3.200000000000000178e+00,3.240000000000000213e+00,3.240000000000000213e+00,3.220000000000000195e+00,3.169999999999999929e+00,1.870000000000000107e+00,2.029999999999999805e+00,3.970000000000000195e+00,3.959999999999999964e+00,3.950000000000000178e+00,3.939999999999999947e+00,2.689999999999999947e+00,2.759999999999999787e+00,2.799999999999999822e+00,2.830000000000000071e+00,2.890000000000000124e+00,3.009999999999999787e+00,3.180000000000000160e+00,3.439999999999999947e+00,3.270000000000000018e+00,3.500000000000000000e+00,3.700000000000000178e+00,3.899999999999999911e+00,4.099999999999999645e+00,4.339999999999999858e+00,4.559999999999999609e+00,4.809999999999999609e+00,4.940000000000000391e+00,5.040000000000000036e+00,5.120000000000000107e+00
3.660000000000000142e+00,1.060000000000000053e+00,4.120000000000000107e+00,8.000000000000000167e-02,7.000000000000000666e-02,4.000000000000000083e-02,5.000000000000000278e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.000000000000000278e-02,5.000000000000000278e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.000000000000000042e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,0.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000021e-02,2.999999999999999889e-02
