4.490000000000000213e+00,3.939999999999999947e+00,1.370000000000000107e+00,1.799999999999999933e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.600000000000000033e-01,1.600000000000000033e-01,1.300000000000000044e-01,1.600000000000000033e-01,1.300000000000000044e-01,1.499999999999999944e-01,1.799999999999999933e-01,1.900000000000000022e-01,1.900000000000000022e-01,2.000000000000000111e-01,2.099999999999999922e-01,2.300000000000000100e-01,2.399999999999999911e-01,3.300000000000000155e-01,2.399999999999999911e-01,2.399999999999999911e-01,2.700000000000000178e-01,2.200000000000000011e-01,2.500000000000000000e-01,2.300000000000000100e-01,2.200000000000000011e-01,2.300000000000000100e-01,3.200000000000000067e-01,3.400000000000000244e-01,3.699999999999999956e-01,3.900000000000000133e-01,2.700000000000000178e-01,4.299999999999999933e-01,4.400000000000000022e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.700000000000000122e-01,1.799999999999999933e-01,1.900000000000000022e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,3.400000000000000244e-01,2.099999999999999922e-01,2.000000000000000111e-01,1.900000000000000022e-01
1.709999999999999964e+00,5.040000000000000036e+00,4.719999999999999751e+00,4.330000000000000071e+00,4.200000000000000178e+00,4.110000000000000320e+00,4.059999999999999609e+00,2.459999999999999964e+00,2.609999999999999876e+00,3.790000000000000036e+00,2.970000000000000195e+00,3.129999999999999893e+00,3.279999999999999805e+00,3.390000000000000124e+00,3.500000000000000000e+00,3.560000000000000053e+00,3.589999999999999858e+00,3.589999999999999858e+00,3.560000000000000053e+00,3.490000000000000213e+00,3.390000000000000124e+00,3.270000000000000018e+00,3.120000000000000107e+00,2.959999999999999964e+00,2.779999999999999805e+00,2.600000000000000089e+00,2.439999999999999947e+00,2.290000000000000036e+00,2.169999999999999929e+00,2.100000000000000089e+00,2.089999999999999858e+00,2.399999999999999911e-01,2.600000000000000089e-01,2.700000000000000178e-01,2.899999999999999800e-01,2.709999999999999964e+00,2.890000000000000124e+00,3.099999999999999978e-01,3.220000000000000195e+00,3.359999999999999876e+00,3.470000000000000195e+00,3.549999999999999822e+00,3.600000000000000089e+00,3.609999999999999876e+00,3.589999999999999858e+00,3.549999999999999822e+00,3.459999999999999964e+00,3.350000000000000089e+00,3.209999999999999964e+00,3.060000000000000053e+00,2.879999999999999893e+00
1.840000000000000080e+00,1.689999999999999947e+00,1.820000000000000062e+00,5.469999999999999751e+00,5.480000000000000426e+00,5.480000000000000426e+00,5.500000000000000000e+00,1.300000000000000044e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.300000000000000044e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.000000000000000056e-01,8.999999999999999667e-02,8.999999999999999667e-02,8.000000000000000167e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,8.000000000000000167e-02,8.999999999999999667e-02,8.999999999999999667e-02,1.000000000000000056e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.000000000000000056e-01,1.000000000000000056e-01,8.999999999999999667e-02,8.999999999999999667e-02,8.000000000000000167e-02,8.000000000000000167e-02,7.000000000000000666e-02,7.000000000000000666e-02,5.999999999999999778e-02,5.999999999999999778e-02
4.099999999999999645e+00,1.620000000000000107e+00,1.620000000000000107e+00,4.540000000000000036e+00,4.540000000000000036e+00,4.540000000000000036e+00,4.530000000000000249e+00,4.530000000000000249e+00,1.449999999999999956e+00,1.320000000000000062e+00,4.519999999999999574e+00,4.509999999999999787e+00,4.509999999999999787e+00,4.519999999999999574e+00,4.519999999999999574e+00,4.519999999999999574e+00,4.530000000000000249e+00,4.540000000000000036e+00,4.540000000000000036e+00,4.549999999999999822e+00,4.549999999999999822e+00,4.559999999999999609e+00,4.559999999999999609e+00,4.570000000000000284e+00,4.570000000000000284e+00,4.570000000000000284e+00,4.570000000000000284e+00,4.570000000000000284e+00,4.570000000000000284e+00,4.559999999999999609e+00,4.559999999999999609e+00,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.000000000000000278e-02,5.000000000000000278e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,2.999999999999999889e-02,2.999999999999999889e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02
5.629999999999999893e+00,4.820000000000000284e+00,5.730000000000000426e+00,3.950000000000000178e+00,5.549999999999999822e+00,5.440000000000000391e+00,5.360000000000000320e+00,5.309999999999999609e+00,5.299999999999999822e+00,5.320000000000000284e+00,5.379999999999999893e+00,5.469999999999999751e+00,1.499999999999999944e-01,1.400000000000000133e-01,1.300000000000000044e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.000000000000000056e-01,8.999999999999999667e-02,8.000000000000000167e-02,8.000000000000000167e-02,8.999999999999999667e-02,8.999999999999999667e-02,1.000000000000000056e-01,1.000000000000000056e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.400000000000000133e-01,1.300000000000000044e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.000000000000000056e-01,8.999999999999999667e-02,8.000000000000000167e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,8.000000000000000167e-02
3.790000000000000036e+00,3.930000000000000160e+00,3.020000000000000018e+00,3.600000000000000089e+00,3.399999999999999911e+00,3.229999999999999982e+00,3.089999999999999858e+00,2.959999999999999964e+00,2.939999999999999947e+00,2.919999999999999929e+00,2.899999999999999911e+00,2.879999999999999893e+00,2.879999999999999893e+00,2.870000000000000107e+00,2.870000000000000107e+00,2.959999999999999964e+00,3.129999999999999893e+00,1.649999999999999911e+00,1.600000000000000089e+00,1.540000000000000036e+00,1.469999999999999973e+00,1.399999999999999911e+00,4.110000000000000320e+00,4.110000000000000320e+00,4.099999999999999645e+00,4.089999999999999858e+00,4.080000000000000071e+00,4.070000000000000284e+00,4.059999999999999609e+00,4.049999999999999822e+00,4.040000000000000036e+00,3.279999999999999805e+00,3.149999999999999911e+00,3.009999999999999787e+00,3.699999999999999956e-01,3.900000000000000133e-01,4.099999999999999756e-01,4.299999999999999933e-01,4.400000000000000022e-01,4.500000000000000111e-01,4.600000000000000200e-01,4.600000000000000200e-01,4.600000000000000200e-01,4.500000000000000111e-01,4.400000000000000022e-01,4.199999999999999845e-01,4.000000000000000222e-01,3.699999999999999956e-01,3.499999999999999778e-01,3.200000000000000067e-01,2.899999999999999800e-01
4.639999999999999680e+00,1.469999999999999973e+00,1.100000000000000006e-01,8.999999999999999667e-02,8.999999999999999667e-02,1.100000000000000006e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.000000000000000056e-01,1.000000000000000056e-01,8.999999999999999667e-02,8.000000000000000167e-02,7.000000000000000666e-02,5.999999999999999778e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.999999999999999778e-02,5.999999999999999778e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,7.000000000000000666e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,4.000000000000000083e-02
5.559999999999999609e+00,5.389999999999999680e+00,5.309999999999999609e+00,5.190000000000000391e+00,5.019999999999999574e+00,4.969999999999999751e+00,4.500000000000000111e-01,4.799999999999999822e-01,4.400000000000000022e-01,4.600000000000000200e-01,4.600000000000000200e-01,2.779999999999999805e+00,2.930000000000000160e+00,3.100000000000000089e+00,3.279999999999999805e+00,3.459999999999999964e+00,3.640000000000000124e+00,3.790000000000000036e+00,3.930000000000000160e+00,4.040000000000000036e+00,4.110000000000000320e+00,4.150000000000000355e+00,4.160000000000000142e+00,4.129999999999999893e+00,4.059999999999999609e+00,3.970000000000000195e+00,3.839999999999999858e+00,3.689999999999999947e+00,3.520000000000000018e+00,3.350000000000000089e+00,3.169999999999999929e+00,2.990000000000000213e+00,2.830000000000000071e+00,2.709999999999999964e+00,2.629999999999999893e+00,2.609999999999999876e+00,2.640000000000000124e+00,2.720000000000000195e+00,2.839999999999999858e+00,3.000000000000000000e+00,3.180000000000000160e+00,3.370000000000000107e+00,3.540000000000000036e+00,4.000000000000000083e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02
5.820000000000000284e+00,3.200000000000000067e-01,1.300000000000000044e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.499999999999999944e-01,2.800000000000000266e-01,1.600000000000000033e-01,1.700000000000000122e-01,2.700000000000000178e-01,1.400000000000000133e-01,1.100000000000000006e-01,2.800000000000000266e-01,1.300000000000000044e-01,1.900000000000000022e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.000000000000000111e-01,1.900000000000000022e-01,1.700000000000000122e-01,1.600000000000000033e-01,1.499999999999999944e-01,1.400000000000000133e-01,1.300000000000000044e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.000000000000000056e-01,1.000000000000000056e-01,8.999999999999999667e-02,8.999999999999999667e-02,8.000000000000000167e-02,7.000000000000000666e-02,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.199999999999999956e-01
3.759999999999999787e+00,3.669999999999999929e+00,3.149999999999999911e+00,8.499999999999999778e-01,8.299999999999999600e-01,8.100000000000000533e-01,7.900000000000000355e-01,7.700000000000000178e-01,2.000000000000000111e-01,1.900000000000000022e-01,1.799999999999999933e-01,2.099999999999999922e-01,2.200000000000000011e-01,2.300000000000000100e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.400000000000000133e-01,1.799999999999999933e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.900000000000000022e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01,1.700000000000000122e-01
