6.099999999999999645e+00,8.589999999999999858e+00,6.290000000000000036e+00,6.169999999999999929e+00,6.099999999999999645e+00,1.739999999999999991e+00,1.580000000000000071e+00,1.429999999999999938e+00,1.290000000000000036e+00,1.169999999999999929e+00,5.570000000000000284e+00,5.509999999999999787e+00,5.440000000000000391e+00,5.379999999999999893e+00,5.330000000000000071e+00,5.269999999999999574e+00,5.219999999999999751e+00,5.169999999999999929e+00,5.129999999999999893e+00,5.089999999999999858e+00,5.049999999999999822e+00,5.019999999999999574e+00,4.990000000000000213e+00,4.969999999999999751e+00,2.770000000000000018e+00,2.799999999999999822e+00,2.839999999999999858e+00,2.859999999999999876e+00,2.870000000000000107e+00,2.870000000000000107e+00,2.859999999999999876e+00,2.850000000000000089e+00,2.819999999999999840e+00,2.779999999999999805e+00,2.750000000000000000e+00,3.759999999999999787e+00,3.620000000000000107e+00,3.479999999999999982e+00,3.339999999999999858e+00
8.279999999999999361e+00,2.209999999999999964e+00,5.419999999999999929e+00,5.400000000000000355e+00,6.679999999999999716e+00,6.669999999999999929e+00,6.700000000000000178e+00,6.799999999999999822e+00,6.900000000000000355e+00,7.000000000000000000e+00,7.110000000000000320e+00,7.219999999999999751e+00,7.330000000000000071e+00,7.440000000000000391e+00,7.549999999999999822e+00,5.530000000000000249e+00,5.540000000000000036e+00,5.570000000000000284e+00,5.589999999999999858e+00,5.620000000000000107e+00,5.660000000000000142e+00,5.709999999999999964e+00,5.759999999999999787e+00,5.820000000000000284e+00,2.669999999999999929e+00,2.720000000000000195e+00,2.770000000000000018e+00,2.790000000000000036e+00,2.779999999999999805e+00,2.750000000000000000e+00,2.720000000000000195e+00,2.669999999999999929e+00,2.600000000000000089e+00,2.509999999999999787e+00,2.430000000000000160e+00,2.370000000000000107e+00,2.319999999999999840e+00,2.279999999999999805e+00,2.229999999999999982e+00
5.759999999999999787e+00,5.879999999999999893e+00,5.820000000000000284e+00,5.740000000000000213e+00,5.700000000000000178e+00,5.599999999999999645e+00,5.549999999999999822e+00,5.480000000000000426e+00,5.459999999999999964e+00,5.360000000000000320e+00,5.339999999999999858e+00,5.280000000000000249e+00,5.250000000000000000e+00,5.230000000000000426e+00,5.200000000000000178e+00,5.179999999999999716e+00,5.179999999999999716e+00,5.179999999999999716e+00,5.200000000000000178e+00,5.230000000000000426e+00,5.259999999999999787e+00,5.309999999999999609e+00,8.400000000000000355e+00,8.500000000000000000e+00,8.599999999999999645e+00,2.999999999999999889e-01,3.099999999999999978e-01,3.200000000000000067e-01,3.400000000000000244e-01,3.400000000000000244e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01
3.109999999999999876e+00,5.620000000000000107e+00,2.560000000000000053e+00,7.299999999999999822e+00,7.440000000000000391e+00,7.809999999999999609e+00,7.669999999999999929e+00,8.019999999999999574e+00,8.119999999999999218e+00,8.220000000000000639e+00,5.370000000000000107e+00,5.400000000000000355e+00,5.429999999999999716e+00,5.469999999999999751e+00,5.509999999999999787e+00,5.559999999999999609e+00,5.599999999999999645e+00,8.419999999999999929e+00,8.529999999999999361e+00,8.650000000000000355e+00,8.759999999999999787e+00,8.880000000000000782e+00,8.990000000000000213e+00,9.109999999999999432e+00,4.000000000000000000e+00,3.990000000000000213e+00,3.959999999999999964e+00,3.910000000000000142e+00,3.810000000000000053e+00,3.700000000000000178e+00,3.609999999999999876e+00,3.509999999999999787e+00,3.370000000000000107e+00,3.229999999999999982e+00,3.089999999999999858e+00,2.959999999999999964e+00,5.589999999999999858e+00,5.500000000000000000e+00,5.410000000000000142e+00
8.359999999999999432e+00,2.410000000000000142e+00,2.529999999999999805e+00,8.460000000000000853e+00,8.480000000000000426e+00,8.509999999999999787e+00,8.529999999999999361e+00,8.550000000000000711e+00,8.570000000000000284e+00,8.599999999999999645e+00,5.410000000000000142e+00,5.370000000000000107e+00,5.330000000000000071e+00,5.309999999999999609e+00,5.290000000000000036e+00,5.280000000000000249e+00,5.280000000000000249e+00,5.290000000000000036e+00,5.309999999999999609e+00,5.330000000000000071e+00,5.360000000000000320e+00,5.400000000000000355e+00,5.450000000000000178e+00,5.509999999999999787e+00,3.799999999999999822e+00,3.879999999999999893e+00,3.959999999999999964e+00,3.990000000000000213e+00,3.990000000000000213e+00,3.959999999999999964e+00,3.910000000000000142e+00,3.850000000000000089e+00,3.729999999999999982e+00,3.600000000000000089e+00,3.490000000000000213e+00,3.399999999999999911e+00,3.339999999999999858e+00,7.379999999999999893e+00,7.309999999999999609e+00
6.849999999999999645e+00,6.849999999999999645e+00,6.809999999999999609e+00,8.999999999999999667e-02,1.000000000000000056e-01,1.000000000000000056e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.300000000000000044e-01,1.400000000000000133e-01,7.730000000000000426e+00,7.820000000000000284e+00,7.929999999999999716e+00,8.039999999999999147e+00,8.150000000000000355e+00,8.259999999999999787e+00,8.369999999999999218e+00,8.490000000000000213e+00,8.599999999999999645e+00,8.720000000000000639e+00,2.549999999999999822e+00,2.300000000000000100e-01,2.399999999999999911e-01,2.500000000000000000e-01,2.600000000000000089e-01,2.700000000000000178e-01,2.800000000000000266e-01,2.899999999999999800e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.899999999999999800e-01,2.899999999999999800e-01,2.899999999999999800e-01,2.899999999999999800e-01,2.899999999999999800e-01
5.780000000000000249e+00,8.449999999999999289e+00,3.899999999999999911e+00,8.439999999999999503e+00,8.460000000000000853e+00,8.490000000000000213e+00,8.470000000000000639e+00,8.449999999999999289e+00,8.460000000000000853e+00,5.339999999999999858e+00,5.290000000000000036e+00,5.269999999999999574e+00,5.240000000000000213e+00,5.219999999999999751e+00,5.209999999999999964e+00,5.200000000000000178e+00,5.209999999999999964e+00,5.209999999999999964e+00,5.250000000000000000e+00,5.709999999999999964e+00,5.759999999999999787e+00,5.809999999999999609e+00,5.870000000000000107e+00,5.929999999999999716e+00,6.000000000000000000e+00,6.049999999999999822e+00,6.089999999999999858e+00,6.080000000000000071e+00,6.030000000000000249e+00,5.929999999999999716e+00,5.849999999999999645e+00,5.750000000000000000e+00,5.580000000000000071e+00,6.000000000000000000e+00,5.830000000000000071e+00,5.650000000000000355e+00,5.480000000000000426e+00,5.309999999999999609e+00,5.139999999999999680e+00
7.889999999999999680e+00,7.799999999999999822e+00,4.900000000000000355e+00,7.309999999999999609e+00,5.099999999999999645e+00,7.139999999999999680e+00,7.040000000000000036e+00,6.969999999999999751e+00,6.290000000000000036e+00,6.320000000000000284e+00,6.679999999999999716e+00,6.599999999999999645e+00,6.509999999999999787e+00,6.440000000000000391e+00,6.389999999999999680e+00,6.269999999999999574e+00,6.169999999999999929e+00,6.030000000000000249e+00,5.929999999999999716e+00,2.990000000000000213e+00,3.029999999999999805e+00,3.069999999999999840e+00,5.860000000000000320e+00,6.019999999999999574e+00,6.169999999999999929e+00,6.309999999999999609e+00,6.469999999999999751e+00,3.439999999999999947e+00,3.450000000000000178e+00,3.439999999999999947e+00,3.410000000000000142e+00,3.359999999999999876e+00,3.279999999999999805e+00,3.189999999999999947e+00,3.100000000000000089e+00,3.040000000000000036e+00,3.000000000000000000e+00,2.950000000000000178e+00,2.899999999999999911e+00
2.500000000000000000e+00,7.089999999999999858e+00,7.019999999999999574e+00,6.929999999999999716e+00,2.660000000000000142e+00,6.759999999999999787e+00,6.679999999999999716e+00,6.599999999999999645e+00,2.439999999999999947e+00,2.399999999999999911e+00,2.370000000000000107e+00,2.350000000000000089e+00,2.330000000000000071e+00,2.330000000000000071e+00,2.330000000000000071e+00,2.339999999999999858e+00,2.350000000000000089e+00,2.379999999999999893e+00,2.419999999999999929e+00,2.459999999999999964e+00,2.500000000000000000e+00,2.560000000000000053e+00,2.629999999999999893e+00,2.689999999999999947e+00,2.759999999999999787e+00,2.830000000000000071e+00,2.890000000000000124e+00,2.919999999999999929e+00,2.930000000000000160e+00,4.820000000000000284e+00,4.769999999999999574e+00,4.730000000000000426e+00,4.709999999999999964e+00,4.700000000000000178e+00,4.679999999999999716e+00,4.610000000000000320e+00,4.459999999999999964e+00,4.299999999999999822e+00,4.150000000000000355e+00
2.140000000000000124e+00,2.080000000000000071e+00,1.750000000000000000e+00,8.550000000000000711e+00,8.529999999999999361e+00,2.060000000000000053e+00,8.490000000000000213e+00,8.460000000000000853e+00,8.439999999999999503e+00,8.419999999999999929e+00,8.410000000000000142e+00,8.419999999999999929e+00,8.419999999999999929e+00,5.240000000000000213e+00,5.230000000000000426e+00,5.230000000000000426e+00,5.240000000000000213e+00,5.259999999999999787e+00,5.280000000000000249e+00,5.309999999999999609e+00,5.349999999999999645e+00,5.400000000000000355e+00,5.889999999999999680e+00,6.040000000000000036e+00,6.200000000000000178e+00,6.339999999999999858e+00,6.500000000000000000e+00,6.599999999999999645e+00,6.690000000000000391e+00,5.480000000000000426e+00,5.389999999999999680e+00,5.280000000000000249e+00,5.099999999999999645e+00,4.919999999999999929e+00,4.750000000000000000e+00,4.589999999999999858e+00,4.450000000000000178e+00,4.299999999999999822e+00,4.139999999999999680e+00
