3.870000000000000107e+00,1.760000000000000009e+00,3.819999999999999840e+00,1.649999999999999911e+00,1.659999999999999920e+00,1.659999999999999920e+00,1.719999999999999973e+00,1.669999999999999929e+00,3.279999999999999805e+00,3.189999999999999947e+00,3.109999999999999876e+00,3.040000000000000036e+00,2.970000000000000195e+00,2.910000000000000142e+00,2.859999999999999876e+00,2.819999999999999840e+00,2.790000000000000036e+00,2.770000000000000018e+00,2.759999999999999787e+00,2.759999999999999787e+00,2.770000000000000018e+00,2.799999999999999822e+00,2.850000000000000089e+00,2.939999999999999947e+00,4.699999999999999734e-01,3.029999999999999805e+00,3.080000000000000071e+00,3.129999999999999893e+00,3.169999999999999929e+00,3.209999999999999964e+00,3.240000000000000213e+00,3.259999999999999787e+00,3.290000000000000036e+00
3.560000000000000053e+00,3.430000000000000160e+00,1.280000000000000027e+00,1.239999999999999991e+00,1.229999999999999982e+00,1.949999999999999956e+00,1.260000000000000009e+00,1.270000000000000018e+00,2.330000000000000071e+00,2.319999999999999840e+00,2.299999999999999822e+00,2.290000000000000036e+00,2.270000000000000018e+00,2.250000000000000000e+00,3.620000000000000107e+00,5.120000000000000107e+00,5.299999999999999822e+00,5.459999999999999964e+00,5.639999999999999680e+00,5.820000000000000284e+00,5.990000000000000213e+00,3.740000000000000213e+00,2.399999999999999911e+00,2.589999999999999858e+00,2.770000000000000018e+00,3.020000000000000018e+00,3.479999999999999982e+00,3.509999999999999787e+00,3.549999999999999822e+00,3.569999999999999840e+00,3.600000000000000089e+00,3.620000000000000107e+00,3.640000000000000124e+00
2.879999999999999893e+00,2.910000000000000142e+00,1.879999999999999893e+00,1.870000000000000107e+00,1.889999999999999902e+00,2.009999999999999787e+00,2.040000000000000036e+00,2.100000000000000089e+00,5.589999999999999858e+00,5.799999999999999822e+00,6.009999999999999787e+00,6.209999999999999964e+00,6.410000000000000142e+00,6.620000000000000107e+00,6.700000000000000178e+00,6.900000000000000355e+00,7.110000000000000320e+00,7.309999999999999609e+00,7.519999999999999574e+00,5.000000000000000000e+00,5.169999999999999929e+00,5.330000000000000071e+00,5.500000000000000000e+00,5.660000000000000142e+00,5.809999999999999609e+00,3.770000000000000018e+00,3.950000000000000178e+00,4.120000000000000107e+00,4.290000000000000036e+00,4.440000000000000391e+00,4.599999999999999645e+00,4.759999999999999787e+00,4.929999999999999716e+00
1.469999999999999973e+00,2.810000000000000053e+00,1.659999999999999920e+00,1.790000000000000036e+00,5.999999999999999778e-02,4.000000000000000083e-02,4.000000000000000083e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.999999999999999889e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.999999999999999778e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,5.000000000000000278e-02,4.000000000000000083e-02,4.000000000000000083e-02,4.000000000000000083e-02
2.520000000000000018e+00,3.459999999999999964e+00,1.610000000000000098e+00,2.790000000000000036e+00,4.929999999999999716e+00,3.060000000000000053e+00,5.309999999999999609e+00,1.879999999999999893e+00,1.969999999999999973e+00,2.020000000000000018e+00,2.109999999999999876e+00,4.280000000000000249e+00,4.490000000000000213e+00,4.700000000000000178e+00,4.980000000000000426e+00,5.129999999999999893e+00,5.339999999999999858e+00,5.549999999999999822e+00,5.759999999999999787e+00,6.000000000000000000e+00,6.200000000000000178e+00,6.410000000000000142e+00,6.589999999999999858e+00,6.799999999999999822e+00,7.019999999999999574e+00,7.269999999999999574e+00,7.530000000000000249e+00,7.780000000000000249e+00,8.029999999999999361e+00,8.240000000000000213e+00,4.740000000000000213e+00,4.860000000000000320e+00,4.980000000000000426e+00
2.569999999999999840e+00,1.790000000000000036e+00,1.820000000000000062e+00,1.409999999999999920e+00,1.860000000000000098e+00,1.139999999999999902e+00,2.800000000000000266e-01,2.600000000000000089e-01,2.200000000000000011e-01,2.300000000000000100e-01,2.099999999999999922e-01,2.000000000000000111e-01,1.900000000000000022e-01,1.799999999999999933e-01,1.799999999999999933e-01,1.900000000000000022e-01,1.900000000000000022e-01,2.099999999999999922e-01,2.200000000000000011e-01,2.399999999999999911e-01,2.600000000000000089e-01,2.800000000000000266e-01,2.899999999999999800e-01,3.099999999999999978e-01,3.300000000000000155e-01,3.499999999999999778e-01,3.699999999999999956e-01,3.800000000000000044e-01,4.099999999999999756e-01,4.199999999999999845e-01,4.400000000000000022e-01,4.600000000000000200e-01,4.699999999999999734e-01
1.649999999999999911e+00,1.610000000000000098e+00,2.120000000000000107e+00,1.659999999999999920e+00,2.180000000000000160e+00,2.240000000000000213e+00,2.290000000000000036e+00,2.350000000000000089e+00,2.419999999999999929e+00,2.479999999999999982e+00,2.540000000000000036e+00,2.609999999999999876e+00,2.669999999999999929e+00,2.740000000000000213e+00,2.799999999999999822e+00,2.859999999999999876e+00,2.919999999999999929e+00,2.990000000000000213e+00,3.049999999999999822e+00,3.109999999999999876e+00,3.169999999999999929e+00,3.240000000000000213e+00,3.299999999999999822e+00,3.370000000000000107e+00,3.430000000000000160e+00,3.509999999999999787e+00,3.089999999999999858e+00,3.359999999999999876e+00,3.569999999999999840e+00,3.759999999999999787e+00,3.939999999999999947e+00,4.110000000000000320e+00,4.280000000000000249e+00
2.419999999999999929e+00,1.979999999999999982e+00,1.649999999999999911e+00,1.760000000000000009e+00,1.719999999999999973e+00,4.809999999999999609e+00,1.899999999999999911e+00,2.250000000000000000e+00,2.339999999999999858e+00,2.439999999999999947e+00,2.560000000000000053e+00,2.680000000000000160e+00,2.819999999999999840e+00,2.959999999999999964e+00,3.120000000000000107e+00,3.270000000000000018e+00,3.439999999999999947e+00,3.339999999999999858e+00,3.500000000000000000e+00,3.660000000000000142e+00,3.830000000000000071e+00,3.990000000000000213e+00,4.150000000000000355e+00,4.309999999999999609e+00,4.450000000000000178e+00,4.639999999999999680e+00,4.830000000000000071e+00,5.040000000000000036e+00,5.240000000000000213e+00,5.410000000000000142e+00,5.589999999999999858e+00,5.790000000000000036e+00,5.980000000000000426e+00
1.409999999999999920e+00,2.040000000000000036e+00,2.020000000000000018e+00,2.000000000000000000e+00,2.009999999999999787e+00,2.109999999999999876e+00,1.840000000000000080e+00,2.180000000000000160e+00,2.270000000000000018e+00,2.450000000000000178e+00,2.569999999999999840e+00,2.700000000000000178e+00,2.830000000000000071e+00,3.000000000000000000e+00,3.129999999999999893e+00,3.299999999999999822e+00,3.459999999999999964e+00,3.629999999999999893e+00,3.810000000000000053e+00,3.979999999999999982e+00,4.150000000000000355e+00,4.309999999999999609e+00,4.469999999999999751e+00,4.089999999999999858e+00,3.259999999999999787e+00,3.430000000000000160e+00,3.600000000000000089e+00,3.759999999999999787e+00,3.930000000000000160e+00,4.059999999999999609e+00,4.190000000000000391e+00,4.309999999999999609e+00,4.410000000000000142e+00
3.899999999999999911e+00,1.729999999999999982e+00,1.790000000000000036e+00,1.810000000000000053e+00,1.820000000000000062e+00,1.820000000000000062e+00,2.279999999999999805e+00,2.330000000000000071e+00,2.379999999999999893e+00,2.439999999999999947e+00,2.490000000000000213e+00,2.540000000000000036e+00,2.589999999999999858e+00,2.629999999999999893e+00,2.689999999999999947e+00,2.729999999999999982e+00,2.779999999999999805e+00,2.830000000000000071e+00,2.890000000000000124e+00,2.930000000000000160e+00,2.990000000000000213e+00,3.040000000000000036e+00,3.089999999999999858e+00,3.140000000000000124e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
