4.889999999999999680e+00,1.780000000000000027e+00,4.009999999999999787e+00,3.979999999999999982e+00,3.930000000000000160e+00,3.899999999999999911e+00,3.879999999999999893e+00,3.879999999999999893e+00,3.890000000000000124e+00,3.919999999999999929e+00,3.970000000000000195e+00,4.000000000000000000e+00,4.059999999999999609e+00,4.129999999999999893e+00,4.209999999999999964e+00,4.299999999999999822e+00,4.389999999999999680e+00,4.500000000000000000e+00,4.610000000000000320e+00,4.719999999999999751e+00,4.849999999999999645e+00,4.980000000000000426e+00,5.110000000000000320e+00,5.250000000000000000e+00,5.389999999999999680e+00,5.540000000000000036e+00,5.690000000000000391e+00,5.839999999999999858e+00
5.450000000000000178e+00,4.209999999999999964e+00,3.950000000000000178e+00,3.910000000000000142e+00,2.120000000000000107e+00,5.330000000000000071e+00,2.290000000000000036e+00,2.370000000000000107e+00,2.459999999999999964e+00,2.549999999999999822e+00,2.640000000000000124e+00,2.729999999999999982e+00,2.830000000000000071e+00,2.919999999999999929e+00,3.020000000000000018e+00,3.120000000000000107e+00,3.220000000000000195e+00,3.319999999999999840e+00,1.330000000000000071e+00,1.330000000000000071e+00,1.330000000000000071e+00,1.330000000000000071e+00,7.129999999999999893e+00,7.209999999999999964e+00,7.290000000000000036e+00,7.379999999999999893e+00,8.519999999999999574e+00,8.710000000000000853e+00
6.600000000000000311e-01,5.300000000000000266e-01,7.099999999999999645e-01,5.899999999999999689e-01,7.099999999999999645e-01,5.699999999999999512e-01,5.600000000000000533e-01,5.699999999999999512e-01,5.699999999999999512e-01,5.699999999999999512e-01,5.699999999999999512e-01,5.699999999999999512e-01,5.899999999999999689e-01,5.899999999999999689e-01,6.099999999999999867e-01,6.099999999999999867e-01,6.199999999999999956e-01,6.400000000000000133e-01,6.400000000000000133e-01,6.500000000000000222e-01,6.500000000000000222e-01,6.600000000000000311e-01,6.700000000000000400e-01,7.690000000000000391e+00,7.889999999999999680e+00,8.080000000000000071e+00,8.279999999999999361e+00,8.480000000000000426e+00
5.509999999999999787e+00,3.390000000000000124e+00,3.549999999999999822e+00,1.770000000000000018e+00,1.830000000000000071e+00,2.000000000000000111e-01,1.900000000000000022e-01,2.099999999999999922e-01,2.200000000000000011e-01,2.200000000000000011e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.200000000000000011e-01,2.300000000000000100e-01,2.399999999999999911e-01,2.500000000000000000e-01,2.500000000000000000e-01,7.669999999999999929e+00,7.870000000000000107e+00,8.070000000000000284e+00,8.269999999999999574e+00,8.460000000000000853e+00,8.660000000000000142e+00
1.620000000000000107e+00,1.729999999999999982e+00,5.599999999999999645e+00,2.000000000000000000e+00,3.549999999999999822e+00,3.569999999999999840e+00,3.589999999999999858e+00,3.609999999999999876e+00,3.640000000000000124e+00,3.680000000000000160e+00,3.720000000000000195e+00,3.759999999999999787e+00,3.810000000000000053e+00,3.859999999999999876e+00,3.910000000000000142e+00,3.830000000000000071e+00,3.830000000000000071e+00,3.839999999999999858e+00,3.839999999999999858e+00,3.839999999999999858e+00,3.850000000000000089e+00,3.850000000000000089e+00,3.859999999999999876e+00,3.859999999999999876e+00,3.870000000000000107e+00,3.870000000000000107e+00,8.070000000000000284e+00,8.279999999999999361e+00
3.370000000000000107e+00,1.510000000000000009e+00,1.770000000000000018e+00,1.840000000000000080e+00,2.080000000000000071e+00,2.279999999999999805e+00,2.470000000000000195e+00,2.629999999999999893e+00,2.740000000000000213e+00,2.799999999999999822e+00,2.979999999999999982e+00,3.160000000000000142e+00,3.319999999999999840e+00,3.580000000000000071e+00,3.109999999999999876e+00,2.000000000000000111e-01,2.000000000000000111e-01,2.099999999999999922e-01,2.099999999999999922e-01,2.200000000000000011e-01,2.300000000000000100e-01,2.399999999999999911e-01,2.500000000000000000e-01,2.500000000000000000e-01,3.500000000000000000e+00,3.500000000000000000e+00,3.509999999999999787e+00,3.509999999999999787e+00
3.290000000000000036e+00,1.659999999999999920e+00,5.349999999999999645e+00,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.799999999999999933e-01,1.900000000000000022e-01,2.099999999999999922e-01,2.200000000000000011e-01,2.399999999999999911e-01,2.500000000000000000e-01,2.700000000000000178e-01,2.899999999999999800e-01,2.999999999999999889e-01,3.200000000000000067e-01,3.400000000000000244e-01,3.599999999999999867e-01,3.699999999999999956e-01,3.900000000000000133e-01,4.000000000000000222e-01,4.199999999999999845e-01,4.299999999999999933e-01,4.500000000000000111e-01,4.600000000000000200e-01,4.799999999999999822e-01,5.000000000000000000e-01,5.200000000000000178e-01
3.270000000000000018e+00,1.570000000000000062e+00,5.639999999999999680e+00,1.830000000000000071e+00,2.020000000000000018e+00,2.189999999999999947e+00,2.350000000000000089e+00,2.470000000000000195e+00,2.629999999999999893e+00,5.200000000000000178e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.100000000000000089e-01
7.099999999999999645e-01,4.699999999999999734e-01,1.799999999999999933e-01,1.300000000000000044e-01,5.999999999999999778e-02,7.000000000000000666e-02,8.000000000000000167e-02,8.999999999999999667e-02,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.949999999999999956e+00,1.520000000000000018e+00,1.290000000000000036e+00,1.429999999999999938e+00,1.570000000000000062e+00,1.719999999999999973e+00,2.259999999999999787e+00,2.080000000000000071e+00,2.240000000000000213e+00,2.669999999999999929e+00,5.469999999999999751e+00,2.890000000000000124e+00,3.000000000000000000e+00,3.120000000000000107e+00,3.229999999999999982e+00,3.359999999999999876e+00,3.479999999999999982e+00,3.609999999999999876e+00,3.729999999999999982e+00,3.859999999999999876e+00,3.910000000000000142e+00,3.910000000000000142e+00,3.919999999999999929e+00,3.919999999999999929e+00,3.930000000000000160e+00,3.939999999999999947e+00,3.939999999999999947e+00,3.720000000000000195e+00
